# This file is part of QOBLIB - Quantum Optimization Benchmarking Library
# Licensed under the Creative Commons Attribution 4.0 International License.
# You may obtain a copy of the License at
# 
#     https://creativecommons.org/licenses/by/4.0/
# 
# You are free to share and adapt the material for any purpose, even commercially,
# as long as you give appropriate credit and indicate if changes were made.

# Node Net
2220   1
1321   2
1921   3
 22   4
3180   5
2821   6
181   7
2161   8
  3   9
 40  10
3546  11
1021  12
3061  13
1621  14
